STATE_UT,YEAR,POPULATION_IN_MILIONS,"AVERAGE_LITERACY_RATE_IN %",AREA(KM2),SEX_RATIO,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING_&_ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,"OTHER IPC_CRIMES",TOTAL_IPC_CRIMES
ODISHA,2006,36.72,73.45,155707,972,1159,752,36,985,0,985,704,577,127,239,76,1184,3120,6567,1571,4996,1535,313,1364,16,371,6226,457,2415,247,694,12,2945,21375,52792
PUNJAB,2006,24.3,76.68,50362,876,817,898,165,442,0,442,591,418,173,35,90,142,2277,3946,1561,2385,3,281,3393,66,68,5104,130,314,60,801,2,2919,9524,32068
TRIPURA,2006,3.2,87.75,10491,948,154,52,1,189,0,189,105,62,43,18,1,71,182,392,31,361,154,23,84,12,35,464,35,207,0,471,0,199,1091,3940
UTTARAKHAND,2006,8.49,79.63,53483,962,274,215,40,147,0,147,212,183,29,31,2,157,470,1696,525,1171,489,95,514,14,39,854,80,153,113,358,0,524,1935,8412
"WEST BENGAL",2006,80.23,77.08,88752,934,1425,672,401,1731,0,1731,1355,1199,156,177,1263,426,601,12532,2714,9818,2385,519,1947,135,111,6299,445,1837,63,7414,1,3039,23274,68052
CHANDIGARH,2006,0.91,86.43,114,818,12,21,8,19,0,19,65,57,8,1,3,34,189,1234,529,705,44,59,232,3,5,55,10,20,13,102,0,14,983,3126
PUDUCHERRY,2006,0.98,86.55,479,1038,30,24,3,9,0,9,18,13,5,2,0,3,84,560,320,240,194,6,36,2,22,927,3,56,39,19,0,209,2441,4687
"ARUNACHAL PRADESH",2007,1.1,66.95,83743,993,68,29,2,48,0,48,68,44,24,16,0,75,240,513,116,397,16,41,33,10,22,375,0,72,1,20,0,82,555,2286
ASSAM,2007,26.65,73.18,75438,935,1374,451,109,1437,0,1437,1971,1471,500,299,12,496,2603,7754,1982,5772,2601,653,895,115,380,5175,100,789,10,3000,0,2875,12183,45282
CHHATTISGARH,2007,20.81,71.04,135194,777,1097,747,26,982,0,982,244,181,63,115,13,427,3632,5381,1814,3567,881,150,467,64,253,6801,100,1549,111,824,0,2476,19505,45845
GOA,2007,1.35,87.4,3702,961,33,23,7,20,0,20,12,7,5,7,0,22,292,494,207,287,70,36,55,10,24,150,2,20,7,14,0,247,934,2479
HARYANA,2007,21.09,76.64,44212,861,911,592,72,488,0,488,801,554,247,139,266,502,4231,11047,6499,4548,1173,726,1232,33,142,5031,269,417,409,2412,0,1545,19159,51597
"HIMACHAL PRADESH",2007,6.09,83.78,55673,968,127,57,9,159,0,159,171,150,21,5,0,23,877,1092,264,828,649,132,212,11,141,1318,8,322,33,342,0,597,7937,14222
"JAMMU & KASHMIR",2007,10.08,67.16,42241,892,318,669,23,288,0,288,758,707,51,18,0,111,1460,2086,514,1572,1209,121,489,31,186,374,9,986,353,176,0,243,11535,21443
JHARKHAND,2007,26.92,66.4,79714,941,1617,1076,92,855,0,855,762,534,228,524,40,771,1495,7091,1784,5307,2565,448,814,19,160,3783,303,342,15,801,0,1019,13897,38489
MANIPUR,2007,2.4,79.85,22327,974,240,377,2,20,0,20,150,83,67,3,146,11,70,454,150,304,70,19,93,4,63,377,0,70,0,15,0,1,1074,3259
MEGHALAYA,2007,2.32,75.48,22429,972,114,49,8,82,0,82,52,22,30,55,1,56,203,500,91,409,33,17,164,12,36,124,2,45,1,19,0,68,438,2079
MIZORAM,2007,0.9,91.58,21081,935,43,21,4,83,0,83,4,0,4,0,0,5,457,808,64,744,1,20,66,16,38,85,0,66,0,2,0,34,330,2083
ODISHA,2007,36.72,73.45,155707,972,1210,1105,22,939,0,939,801,660,141,247,42,1273,3073,6830,1733,5097,1983,319,1263,30,411,7478,461,2775,241,728,0,3771,19870,54872
PUNJAB,2007,24.3,76.68,50362,876,760,893,170,519,0,519,760,545,215,37,92,138,2616,5173,2084,3089,1,329,3581,68,96,5663,133,427,48,971,0,2801,10517,35793
TRIPURA,2007,3.2,87.75,10491,948,138,58,2,157,0,157,113,81,32,14,2,64,193,411,55,356,142,42,85,10,23,546,36,244,4,545,0,203,1241,4273
UTTARAKHAND,2007,8.49,79.63,53483,962,268,228,50,117,0,117,253,227,26,46,6,173,548,1593,565,1028,459,163,697,39,37,886,70,146,63,463,0,608,2686,9599
"WEST BENGAL",2007,80.23,77.08,88752,934,1652,877,394,2106,0,2106,1800,1590,210,146,1150,427,399,13747,2421,11326,3727,672,2406,127,121,6909,451,2281,99,9900,5,3803,27903,81102
CHANDIGARH,2007,0.91,86.43,114,818,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,3643
PUDUCHERRY,2007,0.98,86.55,479,1038,34,42,2,9,0,9,20,14,6,1,2,8,86,787,498,289,145,6,45,1,18,904,2,89,32,17,0,267,2537,5054
"ARUNACHAL PRADESH",2008,1.1,66.95,83743,993,72,37,2,42,0,42,79,47,32,14,0,79,245,445,60,385,18,43,28,1,10,479,0,72,1,13,0,104,590,2374
ASSAM,2008,26.65,73.18,75438,935,1426,417,71,1438,0,1438,2239,1789,450,312,74,568,3147,8012,2101,5911,2600,680,996,91,443,6107,103,1272,2,3478,0,2259,17598,53333
CHHATTISGARH,2008,20.81,71.04,135194,777,1169,736,18,978,0,978,273,216,57,124,17,500,4112,6079,2122,3957,1144,169,562,71,302,8565,106,1621,125,897,0,2800,21074,51442
GOA,2008,1.35,87.4,3702,961,49,25,11,30,0,30,36,28,8,3,0,23,302,601,238,363,102,47,105,22,27,185,2,32,12,12,0,230,886,2742
HARYANA,2008,21.09,76.64,44212,861,921,616,92,631,0,631,854,644,210,120,257,555,4249,12709,7674,5035,1184,763,1150,40,139,4504,302,435,605,2435,0,1323,21460,55344
"HIMACHAL PRADESH",2008,6.09,83.78,55673,968,129,59,5,157,0,157,151,137,14,6,0,20,885,1152,332,820,627,137,248,11,127,1258,3,295,41,343,0,485,7837,13976
"JAMMU & KASHMIR",2008,10.08,67.16,42241,892,237,570,31,219,0,219,704,656,48,3,0,67,1347,2198,689,1509,1782,87,392,23,230,273,21,935,296,162,0,293,10734,20604
JHARKHAND,2008,26.92,66.4,79714,941,1697,1061,112,791,0,791,792,499,293,416,50,761,1375,7269,2165,5104,2576,269,900,24,164,2826,266,271,23,851,39,1310,14843,38686
MANIPUR,2008,2.4,79.85,22327,974,187,498,4,38,0,38,176,87,89,1,212,7,76,446,223,223,48,24,161,3,41,301,1,57,0,28,0,2,1038,3349
MEGHALAYA,2008,2.32,75.48,22429,972,126,55,6,88,0,88,56,25,31,63,0,65,168,669,137,532,8,32,104,10,28,204,2,54,4,32,0,64,480,2318
ODISHA,2008,36.72,73.45,155707,972,1250,1415,84,1113,0,1113,908,762,146,305,67,1345,3100,7419,1975,5444,2721,342,1244,26,869,7013,401,2782,282,1618,0,3535,18916,56755
PUNJAB,2008,24.3,76.68,50362,876,769,956,146,517,0,517,718,514,204,40,122,167,2621,5563,2182,3381,1,236,3192,78,75,5597,128,388,49,984,0,2845,10122,35314
TRIPURA,2008,3.2,87.75,10491,948,155,53,2,204,0,204,146,110,36,13,3,95,218,499,43,456,197,42,92,23,47,924,16,346,4,735,0,195,1327,5336
UTTARAKHAND,2008,8.49,79.63,53483,962,223,217,40,87,0,87,247,222,25,16,2,144,423,1622,726,896,509,171,463,31,15,937,73,120,306,340,0,590,2280,8856
CHANDIGARH,2008,0.91,86.43,114,818,17,28,6,20,0,20,50,42,8,1,4,23,257,1991,1094,897,85,37,213,0,2,73,3,19,2,49,0,11,1040,3931
"DELHI UT",2008,13.79,86.34,1484,866,1108,778,132,932,0,932,3134,2272,862,48,268,1082,3852,37734,22040,15694,142,710,2986,82,82,3872,258,1222,260,2774,0,1452,35792,98700
PUDUCHERRY,2008,0.98,86.55,479,1038,35,35,3,8,0,8,17,9,8,10,3,10,90,688,443,245,165,13,53,2,9,873,2,65,21,12,0,207,2668,4989
"ARUNACHAL PRADESH",2009,1.1,66.95,83743,993,59,33,5,59,0,59,62,28,34,20,0,55,201,381,109,272,52,38,29,8,28,526,0,58,6,13,0,110,619,2362
ASSAM,2009,26.65,73.18,75438,935,1323,417,35,1631,0,1631,2718,2092,626,251,21,680,3149,7644,1713,5931,1808,802,1098,84,476,6547,170,1342,10,4398,1,2735,17973,55313
CHHATTISGARH,2009,20.81,71.04,135194,777,1083,732,19,976,0,976,286,229,57,134,16,554,3975,5792,2181,3611,957,166,682,68,335,9543,128,1598,152,893,0,2735,20546,51370
GOA,2009,1.35,87.4,3702,961,53,24,11,47,0,47,33,22,11,4,0,30,294,858,336,522,50,52,132,27,24,191,3,37,10,21,0,220,884,3005
HARYANA,2009,21.09,76.64,44212,861,948,690,78,603,0,603,916,659,257,153,297,679,4077,12917,8449,4468,1166,827,1406,35,153,3977,281,451,605,2617,0,1549,21804,56229
"HIMACHAL PRADESH",2009,6.09,83.78,55673,968,125,73,13,183,0,183,150,122,28,4,0,21,784,823,327,496,591,117,264,2,124,1230,1,318,37,284,0,616,7555,13315
"JAMMU & KASHMIR",2009,10.08,67.16,42241,892,237,547,23,237,0,237,873,825,48,1,0,69,1566,2631,876,1755,1472,132,475,37,217,331,12,972,371,196,0,517,11059,21975
JHARKHAND,2009,26.92,66.4,79714,941,1636,1274,104,719,0,719,827,517,310,412,53,780,1392,7716,2990,4726,2312,473,910,15,203,4132,295,276,83,710,6,1678,11430,37436
MANIPUR,2009,2.4,79.85,22327,974,131,478,2,31,0,31,159,97,62,1,188,3,68,394,283,111,48,20,96,1,81,224,0,39,2,25,0,0,861,2852
MEGHALAYA,2009,2.32,75.48,22429,972,128,39,12,112,0,112,56,26,30,64,1,67,147,545,180,365,18,26,113,9,54,207,0,72,1,24,1,72,680,2448
MIZORAM,2009,0.9,91.58,21081,935,31,14,8,83,1,82,9,0,9,2,0,4,381,761,77,684,1,30,61,9,24,120,0,61,1,4,0,36,407,2047
ODISHA,2009,36.72,73.45,155707,972,1250,1231,48,1023,0,1023,930,799,131,380,63,1488,2937,7136,2521,4615,1718,258,1137,34,413,6816,384,2697,210,2047,1,2979,20560,55740
PUNJAB,2009,24.3,76.68,50362,876,853,1014,129,511,0,511,692,513,179,38,96,171,2507,5624,2713,2911,8,234,3098,63,101,5498,126,319,33,1061,0,3289,10080,35545
TRIPURA,2009,3.2,87.75,10491,948,133,59,2,190,0,190,121,92,29,7,0,77,231,415,39,376,178,52,110,20,62,1047,29,384,5,815,0,225,1324,5486
UTTARAKHAND,2009,8.49,79.63,53483,962,195,185,51,111,0,111,275,247,28,35,7,179,363,1601,735,866,466,156,544,43,17,1198,94,119,249,361,0,685,1868,8802
CHANDIGARH,2009,0.91,86.43,114,818,22,18,8,29,0,29,40,36,4,4,3,27,241,1731,1117,614,66,38,193,4,4,63,2,26,2,51,0,7,976,3555
PUDUCHERRY,2009,0.98,86.55,479,1038,37,25,5,1,0,1,18,13,5,7,5,9,71,711,502,209,141,7,47,5,11,901,0,53,16,10,0,233,2278,4591
"ARUNACHAL PRADESH",2010,1.1,66.95,83743,993,75,34,3,47,0,47,67,46,21,15,0,69,211,445,139,306,31,59,91,0,28,439,0,84,1,12,0,106,622,2439
ASSAM,2010,26.65,73.18,75438,935,1223,431,46,1721,5,1716,3250,2767,483,248,12,662,3458,7860,2124,5736,2183,992,1371,68,437,5744,175,1400,20,5410,0,2847,22110,61668
CHHATTISGARH,2010,20.81,71.04,135194,777,1065,756,30,1012,0,1012,359,279,80,122,15,552,3711,5805,2139,3666,1092,196,813,59,319,10188,115,1706,182,861,2,2907,23091,54958
GOA,2010,1.35,87.4,3702,961,35,27,3,36,0,36,25,18,7,2,0,39,368,1034,359,675,64,57,117,33,23,177,1,36,16,17,0,256,927,3293
HARYANA,2010,21.09,76.64,44212,861,1005,836,63,720,0,720,963,714,249,147,248,734,4445,16266,11299,4967,1414,919,1662,29,221,3733,284,476,580,2720,0,1595,20060,59120
"HIMACHAL PRADESH",2010,6.09,83.78,55673,968,132,74,12,160,0,160,194,162,32,2,0,11,743,838,334,504,615,110,318,4,127,1374,2,350,78,275,0,610,7020,13049
"JAMMU & KASHMIR",2010,10.08,67.16,42241,892,217,711,26,245,0,245,896,840,56,6,0,61,1406,2510,967,1543,2169,150,422,19,224,278,9,1038,262,211,0,494,11869,23223
JHARKHAND,2010,26.92,66.4,79714,941,1689,1028,82,773,0,773,978,696,282,335,19,709,1357,7090,2709,4381,2447,505,988,16,185,4271,276,245,16,650,8,1745,13477,38889
MANIPUR,2010,2.4,79.85,22327,974,92,258,1,34,0,34,199,107,92,0,196,2,66,417,254,163,65,24,59,7,86,227,0,31,0,18,0,1,932,2715
MEGHALAYA,2010,2.32,75.48,22429,972,134,60,8,149,0,149,71,37,34,42,1,67,166,664,152,512,7,37,98,4,52,154,0,48,0,24,0,53,666,2505
MIZORAM,2010,0.9,91.58,21081,935,48,27,7,92,0,92,9,0,9,3,0,16,425,823,69,754,0,25,79,12,15,116,0,75,0,3,0,44,355,2174
ODISHA,2010,36.72,73.45,155707,972,1308,1436,31,1025,0,1025,1016,912,104,346,117,1491,2855,7572,2627,4945,1779,322,1108,29,430,7181,388,2905,232,2067,5,3450,19366,56459
PUNJAB,2010,24.3,76.68,50362,876,907,994,120,546,0,546,789,576,213,65,143,241,2661,5446,2467,2979,0,243,3527,75,101,4873,121,349,38,1163,0,3350,10896,36648
TRIPURA,2010,3.2,87.75,10491,948,150,63,8,238,0,238,114,91,23,16,2,65,221,457,64,393,163,53,122,6,51,1136,25,376,9,937,0,237,1356,5805
UTTARAKHAND,2010,8.49,79.63,53483,962,176,219,60,121,0,121,286,249,37,12,2,162,310,2138,871,1267,458,167,567,33,17,974,75,125,165,334,0,738,2101,9240
CHANDIGARH,2010,0.91,86.43,114,818,21,30,9,31,0,31,38,28,10,5,6,67,236,1481,898,583,65,23,163,3,9,65,5,29,4,41,0,6,1036,3373
PUDUCHERRY,2010,0.98,86.55,479,1038,33,19,16,3,0,3,17,14,3,2,10,5,72,534,384,150,131,12,77,3,10,806,1,46,22,7,0,242,1867,3935
"ARUNACHAL PRADESH",2011,1.1,67.95,83743,938,65,29,2,42,0,42,93,60,33,13,0,64,183,414,152,262,49,54,74,2,34,379,0,51,0,18,0,98,622,2286
ASSAM,2011,26.65,74.18,75438,958,1303,504,48,1700,0,1700,3764,3192,572,305,4,837,3327,8309,585,7724,2328,920,1495,60,506,6306,121,1193,8,5246,2,2915,25513,66714
CHHATTISGARH,2011,20.81,72.04,135194,991,1110,747,28,1053,0,1053,472,365,107,68,7,470,3548,5315,2292,3023,934,180,980,65,289,11105,104,1654,174,834,2,2856,25223,57218
GOA,2011,1.35,88.4,3702,973,48,22,6,29,0,29,28,17,11,2,0,26,318,1115,463,652,74,45,142,31,24,215,1,29,12,18,0,263,1001,3449
HARYANA,2011,21.09,77.64,44212,879,1062,851,60,733,0,733,959,733,226,167,176,638,5011,17425,12541,4884,1466,812,1761,18,166,3423,255,474,490,2740,0,1505,20549,60741
"HIMACHAL PRADESH",2011,6.09,84.78,55673,972,130,50,6,168,0,168,212,191,21,1,0,10,995,1042,356,686,530,143,359,4,110,1251,4,331,62,239,0,563,8102,14312
"JAMMU & KASHMIR",2011,10.08,68.16,42241,889,169,494,29,277,0,277,1077,1023,54,14,0,88,1516,2655,930,1725,1405,195,612,39,205,246,11,1194,350,286,0,385,13257,24504
JHARKHAND,2011,26.92,67.4,79714,948,1747,718,83,784,0,784,941,660,281,309,40,614,1235,6378,1872,4506,2133,447,907,22,138,4403,282,317,7,659,6,1728,11940,35838
MANIPUR,2011,2.4,80.85,22327,985,78,245,4,53,0,53,169,116,53,1,154,7,52,719,553,166,70,42,126,12,99,292,1,38,0,39,0,2,1015,3218
MEGHALAYA,2011,2.32,76.48,22429,989,170,51,3,130,0,130,87,37,50,49,0,63,145,696,190,506,8,52,166,13,34,197,1,74,1,21,3,90,701,2755
ODISHA,2011,36.72,74.45,155707,979,1477,1621,51,1112,0,1112,1139,1008,131,417,84,1583,3031,8724,2986,5738,1556,250,1391,10,423,7894,465,3207,235,2320,0,3778,20509,61277
PUNJAB,2011,24.3,77.68,50362,895,842,997,112,479,0,479,681,517,164,28,143,236,2488,4784,2107,2677,0,281,3571,58,83,4757,143,282,31,1136,0,3576,10175,34883
TRIPURA,2011,3.2,88.75,10491,960,163,75,0,205,0,205,154,116,38,11,0,50,227,494,59,435,175,54,99,9,58,1340,30,294,9,702,0,14,1640,5803
UTTARAKHAND,2011,8.49,80.63,53483,963,178,189,54,129,0,129,314,283,31,13,1,179,342,2093,840,1253,401,115,519,26,17,852,83,116,72,307,0,696,2078,8774
CHANDIGARH,2011,0.91,87.43,114,818,24,40,6,27,0,27,58,46,12,6,2,68,285,1502,915,587,66,25,255,0,9,45,2,21,12,46,0,7,1036,3542
PUDUCHERRY,2011,0.98,87.55,479,1037,32,22,12,7,0,7,12,9,3,5,10,11,65,707,511,196,125,9,54,4,10,853,1,35,16,10,0,243,2119,4362
"ARUNACHAL PRADESH",2012,1.1,68.95,83743,938,73,29,1,46,0,46,82,58,24,20,0,65,215,402,95,307,28,55,85,1,33,438,1,67,2,26,0,94,657,2420
ASSAM,2012,26.65,75.18,75438,958,1368,670,54,1716,0,1716,3812,3360,452,266,7,907,3825,9394,2720,6674,5077,1278,1705,61,2830,6676,140,1840,5,6407,2,2565,27077,77682
CHHATTISGARH,2012,20.81,73.04,135194,991,998,593,26,1034,0,1034,450,350,100,64,4,412,3334,5341,2358,2983,910,170,925,53,330,10855,81,1601,162,980,0,2888,23387,54598
GOA,2012,1.35,89.4,3702,973,45,35,3,55,0,55,24,16,8,6,0,25,356,915,300,615,122,64,205,16,34,266,0,49,16,24,0,233,1115,3608
HARYANA,2012,21.09,78.64,44212,879,991,910,68,668,0,668,1349,900,449,204,176,711,5129,17590,12979,4611,1424,740,1798,20,191,3277,258,525,434,3137,0,1484,21396,62480
"HIMACHAL PRADESH",2012,6.09,85.78,55673,972,113,53,9,183,0,183,172,152,20,1,0,10,928,769,265,504,494,137,373,1,131,1173,2,250,68,251,0,562,6877,12557
"JAMMU & KASHMIR",2012,10.08,69.16,42241,889,124,511,16,303,0,303,1093,1041,52,6,0,81,1395,2022,557,1465,1400,163,612,17,190,322,8,1322,347,301,0,371,14004,24608
JHARKHAND,2012,26.92,68.4,79714,948,1694,842,92,812,0,812,1056,786,270,284,33,494,1216,6680,2215,4465,2331,639,1566,14,136,4785,302,284,10,1261,3,1594,14818,40946
MANIPUR,2012,2.4,81.85,22327,985,83,409,4,63,0,63,223,133,90,8,171,3,53,903,736,167,72,67,136,2,74,285,0,49,1,43,0,2,1086,3737
MEGHALAYA,2012,2.32,77.48,22429,989,137,63,8,164,0,164,92,24,68,52,1,46,145,543,152,391,0,44,108,13,61,157,1,43,0,16,0,102,761,2557
ODISHA,2012,36.72,75.45,155707,979,1548,1879,54,1458,0,1458,1542,1364,178,402,99,1613,3430,9630,3210,6420,2205,317,1607,19,469,8223,525,4187,304,2638,0,3605,22203,67957
PUNJAB,2012,24.3,78.68,50362,895,855,1045,104,680,1,679,919,689,230,48,184,213,2828,5272,2011,3261,1,289,3451,49,74,4186,118,340,31,1293,0,3405,10405,35790
TRIPURA,2012,3.2,89.75,10491,960,124,79,2,229,0,229,139,114,25,7,0,60,239,565,140,425,128,47,105,9,59,1504,37,314,7,858,0,10,1742,6264
UTTARAKHAND,2012,8.49,81.63,53483,963,217,161,44,148,0,148,297,256,41,29,3,144,391,1913,949,964,369,137,529,22,17,1022,71,139,73,368,0,670,2118,8882
CHANDIGARH,2012,0.91,88.43,114,818,21,44,5,27,0,27,87,66,21,3,9,63,235,1549,894,655,49,34,234,2,9,42,5,45,25,73,0,3,1042,3606
PUDUCHERRY,2012,0.98,88.55,479,1037,29,27,12,13,0,13,19,16,3,5,15,16,77,658,462,196,126,9,90,6,21,818,0,9,2,6,0,263,2060,4281
